Track	Title	Authors	Acceptance_Status
Sentiment Analysis, Stylistic Analysis, and Argument Mining	Argumentation-Driven Evidence Association in Criminal Cases	Yefei Teng and WenHan Chao	Accept-Findings
Sentiment Analysis, Stylistic Analysis, and Argument Mining	Fight Fire with Fire: Fine-tuning Hate Detectors using Large Samples of Generated Hate Speech	Tomer Wullach, Amir Adler and Einat Minkov	Accept-Findings
Sentiment Analysis, Stylistic Analysis, and Argument Mining	Joint Multi-modal Aspect-Sentiment Analysis with Auxiliary Cross-modal Relation Detection	Xincheng Ju, Dong Zhang, Rong Xiao, Junhui Li, Shoushan Li, Min Zhang and Guodong Zhou	Accept-Oral
Sentiment Analysis, Stylistic Analysis, and Argument Mining	Dimensional Emotion Detection from Categorical Emotion	Sungjoon Park, Jiseon Kim, Seonghyeon Ye, Jaeyeol Jeon, Hee Young Park and Alice Oh	Accept-Oral
Sentiment Analysis, Stylistic Analysis, and Argument Mining	{SYSML}: {S}t{Y}lometry with {S}tructure and {M}ultitask {L}earning: {I}mplications for Darknet Forum Migrant Analysis	Pranav Maneriker, Yuntian He and Srinivasan Parthasarathy	Accept-Oral
Speech, Vision, Robotics, Multimodal Grounding	{N}ews{CLIP}pings: {A}utomatic {G}eneration of {O}ut-of-{C}ontext {M}ultimodal {M}edia	Grace Luo, Trevor Darrell and Anna Rohrbach	Accept-Oral
Speech, Vision, Robotics, Multimodal Grounding	LayoutReader: Pre-training of Text and Layout for Reading Order Detection	Zilong Wang, Yiheng Xu, Lei Cui, Jingbo Shang and Furu Wei	Accept-Poster
Speech, Vision, Robotics, Multimodal Grounding	WhyAct: Identifying Action Reasons in Lifestyle Vlogs	Oana Ignat, Santiago Castro, Hanwen Miao, Weiji Li and Rada Mihalcea	Accept-Poster
Speech, Vision, Robotics, Multimodal Grounding	Self-supervised Contrastive Cross-Modality Representation Learning for Spoken Question Answering	Chenyu You, Nuo Chen and Yuexian Zou	Accept-Findings
Speech, Vision, Robotics, Multimodal Grounding	Fine-grained Semantic Alignment Network for Weakly Supervised Temporal Language Grounding	Yuechen Wang, Wengang Zhou and Houqiang Li	Accept-Findings
Speech, Vision, Robotics, Multimodal Grounding	Visually Grounded Concept Composition	Bowen Zhang, Hexiang Hu, Linlu Qiu, Peter Shaw and Fei Sha	Accept-Findings
Speech, Vision, Robotics, Multimodal Grounding	Compositional Networks Enable Systematic Generalization for Grounded Language Understanding	Yen-Ling Kuo, Boris Katz and Andrei Barbu	Accept-Findings
Speech, Vision, Robotics, Multimodal Grounding	Reasoning Visual Dialog with Sparse Graph Learning and Knowledge Transfer	Gi-Cheon Kang, Junseok Park, Hwaran Lee, Byoung-Tak Zhang and Jin-Hwa Kim	Accept-Findings
Speech, Vision, Robotics, Multimodal Grounding	Which is Making the Contribution: Modulating Unimodal and Cross-modal Dynamics for Multimodal Sentiment Analysis	Ying Zeng, Sijie Mai and Haifeng Hu	Accept-Findings
Speech, Vision, Robotics, Multimodal Grounding	Language Resource Efficient Learning for Captioning	Jia Chen, Yike Wu, Shiwan Zhao and Qin Jin	Accept-Findings
Speech, Vision, Robotics, Multimodal Grounding	Compositional Data and Task Augmentation for Instruction Following	Soham Dan, Xinran Han and Dan Roth	Accept-Findings
Speech, Vision, Robotics, Multimodal Grounding	Wav-BERT: Cooperative Acoustic and Linguistic Representation Learning for Low-Resource Speech Recognition	Guolin Zheng, Yubei Xiao, Ke Gong, Pan Zhou, Xiaodan Liang and Liang Lin	Accept-Findings
Speech, Vision, Robotics, Multimodal Grounding	Analysis of Language Change in Collaborative Instruction Following	Anna Effenberger, Rhia Singh, Eva Yan, Alane Suhr and Yoav Artzi	Accept-Findings
Speech, Vision, Robotics, Multimodal Grounding	Data Efficient Masked Language Modeling for Vision and Language	Yonatan Bitton, Michael Elhadad, Gabriel Stanovsky and Roy Schwartz	Accept-Findings
Speech, Vision, Robotics, Multimodal Grounding	Visual Cues and Error Correction for Translation Robustness	Zhenhao Li, Marek Rei and Lucia Specia	Accept-Findings
Speech, Vision, Robotics, Multimodal Grounding	COSMic: A Coherence-Aware Generation Metric for Image Descriptions	Mert Inan, Piyush Sharma, Baber Khalid, Radu Soricut, Matthew Stone and Malihe Alikhani	Accept-Findings
Speech, Vision, Robotics, Multimodal Grounding	MURAL: Multimodal, Multitask Representations Across Languages	Aashi Jain, Mandy Guo, Krishna Srinivasan, Ting Chen, Sneha Kudugunta, Chao Jia, Yinfei Yang and Jason Baldridge	Accept-Findings
Speech, Vision, Robotics, Multimodal Grounding	MSD: Saliency-aware Knowledge Distillation for Multimodal Understanding	Woojeong Jin, Maziar Sanjabi, Shaoliang Nie, Liang Tan, Xiang Ren and Hamed Firooz	Accept-Findings
Speech, Vision, Robotics, Multimodal Grounding	Weakly Supervised Contrastive Learning for Chest X-Ray Report Generation	An Yan, Zexue He, Xing Lu, Jiang Du, Eric Chang, Amilcare Gentili, Julian McAuley and Chun-Nan Hsu	Accept-Findings
Speech, Vision, Robotics, Multimodal Grounding	FastCorrect 2: Fast Error Correction on Multiple Candidates for Automatic Speech Recognition	Yichong Leng, Xu Tan, Rui Wang, Linchen Zhu, Jin Xu, Wenjie Liu, Linquan Liu, Xiang-Yang Li, Tao Qin, Edward Lin and Tie-Yan Liu	Accept-Findings
Speech, Vision, Robotics, Multimodal Grounding	QACE: Asking Questions to Evaluate an Image Caption	Hwanhee Lee, Thomas Scialom, Seunghyun Yoon, Franck Dernoncourt and Kyomin Jung	Accept-Findings
Speech, Vision, Robotics, Multimodal Grounding	Data-Efficient Language Shaped Few-shot Image Classification	Zhenwen Liang and Xiangliang Zhang	Accept-Findings
Speech, Vision, Robotics, Multimodal Grounding	Interactive Machine Comprehension with Dynamic Knowledge Graphs	Xingdi Yuan	Accept-Oral
Speech, Vision, Robotics, Multimodal Grounding	On Pursuit of Designing Multi-modal Transformer for Video Grounding	Meng Cao, Long Chen, Mike Zheng Shou, Can Zhang and Yuexian Zou	Accept-Oral
Speech, Vision, Robotics, Multimodal Grounding	Residual Adapters for Parameter-Efficient ASR Adaptation to Atypical and Accented Speech	Katrin Tomanek, Vicky Zayats, Dirk Padfield, Kara Vaillancourt and Fadi Biadsy	Accept-Oral
Speech, Vision, Robotics, Multimodal Grounding	COVR: A Test-Bed for Visually Grounded Compositional Generalization with Real Images	Ben Bogin, Shivanshu Gupta, Matt Gardner and Jonathan Berant	Accept-Oral
Speech, Vision, Robotics, Multimodal Grounding	Broaden the Vision: Geo-Diverse Visual Commonsense Reasoning	Da Yin, Liunian Harold Li, Ziniu Hu, Nanyun Peng and Kai-Wei Chang	Accept-Oral
Speech, Vision, Robotics, Multimodal Grounding	Reference-Centric Models for Grounded Collaborative Dialogue	Daniel Fried, Justin Chiu and Dan Klein	Accept-Oral
Speech, Vision, Robotics, Multimodal Grounding	Visual Goal-Step Inference using wikiHow	Yue Yang, Artemis Panagopoulou, Qing Lyu, Li Zhang, Mark Yatskar and Chris Callison-Burch	Accept-Oral
Speech, Vision, Robotics, Multimodal Grounding	Vision-and-Language or Vision-for-Language? On Cross-Modal Influence in Multimodal Transformers	Stella Frank, Emanuele Bugliarello and Desmond Elliott	Accept-Oral
Speech, Vision, Robotics, Multimodal Grounding	Visual News: Benchmark and Challenges in News Image Captioning	Fuxiao Liu, Yinghan Wang, Tianlu Wang and Vicente Ordonez	Accept-Oral
Speech, Vision, Robotics, Multimodal Grounding	CrossVQA: Scalably Generating Benchmarks for Systematically Testing VQA Generalization	Arjun Akula, Soravit Changpinyo, Boqing Gong, Piyush Sharma, Song-Chun Zhu and Radu Soricut	Accept-Oral
Speech, Vision, Robotics, Multimodal Grounding	Integrating Visuospatial, Linguistic, and Commonsense Structure into Story Visualization	Adyasha Maharana and Mohit Bansal	Accept-Oral
Speech, Vision, Robotics, Multimodal Grounding	VideoCLIP: Contrastive Pre-training for Zero-shot Video-Text Understanding	Hu Xu, Gargi Ghosh, Po-Yao Huang, Dmytro Okhonko, Armen Aghajanyan, Florian Metze, Luke Zettlemoyer and Christoph Feichtenhofer	Accept-Oral
Speech, Vision, Robotics, Multimodal Grounding	Effect of Visual Extensions on Natural Language Understanding in Vision-and-Language Models	Taichi Iki and Akiko Aizawa	Accept-Oral
Speech, Vision, Robotics, Multimodal Grounding	HypMix: Hyperbolic Interpolative Data Augmentation	Ramit Sawhney, Megh Thakkar, Shivam Agarwal, Di Jin, Diyi Yang and Lucie Flek	Accept-Oral
Speech, Vision, Robotics, Multimodal Grounding	Adaptive Proposal Generation Network for Temporal Sentence Localization in Videos	Daizong Liu, Xiaoye Qu, Jianfeng Dong and Pan Zhou	Accept-Poster
Speech, Vision, Robotics, Multimodal Grounding	Progressively Guide to Attend: An Iterative Alignment Framework for Temporal Sentence Grounding	Daizong Liu, Xiaoye Qu and Pan Zhou	Accept-Poster
Speech, Vision, Robotics, Multimodal Grounding	Language Models are Few-Shot Butlers	Vincent Micheli and Francois Fleuret	Accept-Poster
Speech, Vision, Robotics, Multimodal Grounding	R^3Net:Relation-embedded Representation Reconstruction Network for Change Captioning	Yunbin Tu, Liang Li, Chenggang Yan, Shengxiang Gao and Zhengtao YU	Accept-Poster
Speech, Vision, Robotics, Multimodal Grounding	CTAL: Pre-training Cross-modal Transformer for Audio-and-Language Representations	Hang Li, Wenbiao Ding, Yu Kang, Tianqiao Liu, Zhongqin Wu and Zitao Liu	Accept-Poster
Speech, Vision, Robotics, Multimodal Grounding	Looking for Confirmations: An Effective and Human-Like Visual Dialogue Strategy	Alberto Testoni and Raffaella Bernardi	Accept-Poster
Speech, Vision, Robotics, Multimodal Grounding	Relation-aware Video Reading Comprehension for Temporal Language Grounding	Jialin Gao, Xin Sun, Mengmeng Xu, Xi Zhou and Bernard Ghanem	Accept-Poster
Speech, Vision, Robotics, Multimodal Grounding	Discovering the Unknown Knowns: Turning Implicit Knowledge in the Dataset into Explicit Training Examples for Visual Question Answering	Jihyung Kil, Cheng Zhang, Dong Xuan and Wei-Lun Chao	Accept-Poster
Speech, Vision, Robotics, Multimodal Grounding	Mutual-Learning Improves End-to-End Speech Translation	Jiawei Zhao, Wei Luo, Boxing Chen and Andrew Gilman	Accept-Poster
Speech, Vision, Robotics, Multimodal Grounding	Region under {D}iscussion for visual dialog	Mauricio Mazuecos, Franco M. Luque, Jorge Sánchez, Hernán Maina, Thomas Vadora and Luciana Benotti	Accept-Poster
Speech, Vision, Robotics, Multimodal Grounding	Vision Guided Generative Pre-trained Language Models for Multimodal Abstractive Summarization	Tiezheng Yu, Wenliang Dai, Zihan Liu and Pascale Fung	Accept-Poster
Speech, Vision, Robotics, Multimodal Grounding	A Unified Speaker Adaptation Approach for ASR	Yingzhu Zhao, Chongjia Ni, Cheung-Chi Leung, Shafiq Joty, Eng Siong CHNG and Bin Ma	Accept-Poster
Speech, Vision, Robotics, Multimodal Grounding	Improving Pre-trained Vision-and-Language Embeddings for Phrase Grounding	Zi-Yi Dou and Nanyun Peng	Accept-Poster
Speech, Vision, Robotics, Multimodal Grounding	Learning grounded word meaning representations on similarity graphs	Mariella Dimiccoli, Herwig Wendt and Pau Batlle Franch	Accept-Poster
Speech, Vision, Robotics, Multimodal Grounding	Natural Language Video Localization with Learnable Moment Proposals	Shaoning Xiao, Long Chen, Jian Shao, Yueting Zhuang and Jun Xiao	Accept-Poster
Speech, Vision, Robotics, Multimodal Grounding	Caption Enriched Samples for Improving Hateful Memes Detection	Efrat Blaier, Itzik Malkiel and Lior Wolf	Accept-Poster
Speech, Vision, Robotics, Multimodal Grounding	Language-Aligned Waypoint (LAW) Supervision for Vision-and-Language Navigation in Continuous Environments	Sonia Raychaudhuri, Saim Wani, Shivansh Patel, Unnat Jain and Angel Chang	Accept-Poster
Speech, Vision, Robotics, Multimodal Grounding	Sequential Randomized Smoothing for Adversarially Robust Speech Recognition	Raphael Olivier and Bhiksha Raj	Accept-Poster
Speech, Vision, Robotics, Multimodal Grounding	Hitting your MARQ: Multimodal ARgument Quality Assessment in Long Debate Video	Md Kamrul Hasan, James Spann, Masum Hasan, Md. Saiful Islam, Kurtis Haut, Rada Mihalcea and Ehsan Hoque	Accept-Poster
Speech, Vision, Robotics, Multimodal Grounding	Mind the Context: The Impact of Contextualization in Neural Module Networks for Grounding Visual Referring Expressions	Arjun Akula, Spandana Gella, Keze Wang, Song-Chun Zhu and Siva Reddy	Accept-Poster
Speech, Vision, Robotics, Multimodal Grounding	Weakly-Supervised Visual-Retriever-Reader for Knowledge-based Question Answering	Man Luo, Yankai Zeng, Pratyay Banerjee and Chitta Baral	Accept-Poster
Speech, Vision, Robotics, Multimodal Grounding	NDH-Full: Learning and Evaluating Navigational Agents on Full-Length Dialogue	Hyounghun Kim, Jialu Li and Mohit Bansal	Accept-Poster
Speech, Vision, Robotics, Multimodal Grounding	How to leverage the multimodal EHR data for better medical prediction?	Bo Yang and Lijun Wu	Accept-Poster
Speech, Vision, Robotics, Multimodal Grounding	Inflate and Shrink:Enriching and Reducing Interactions for Fast Text-Image Retrieval	Haoliang Liu, Tan Yu and Ping Li	Accept-Oral
Speech, Vision, Robotics, Multimodal Grounding	Systematic Generalization on g{SCAN}: {W}hat is Nearly Solved and What is Next?	Linlu Qiu, Hexiang Hu, Bowen Zhang, Peter Shaw and Fei Sha	Accept-Oral
Speech, Vision, Robotics, Multimodal Grounding	Joint Multimedia Event Extraction from Video and Article	Brian Chen, Xudong Lin, Christopher Thomas, Manling Li, Shoya Yoshida, Lovish Chum, Heng Ji and Shih-Fu Chang	Accept-Findings
Summarization	Finding a Balanced Degree of Automation for Summary Evaluation	Shiyue Zhang and Mohit Bansal	Accept-Oral
Summarization	A Thorough Evaluation of Task-Specific Pretraining for Summarization	Sascha Rothe, Joshua Maynez and Shashi Narayan	Accept-Oral
Summarization	Factual Consistency Evaluation for Text Summarization via Counterfactual Estimation	Yuexiang Xie, Fei Sun, Yang Deng, Yaliang Li and Bolin Ding	Accept-Findings
Summarization	TWEETSUMM - A Dialog Summarization Dataset for Customer Service	Guy Feigenblat, Chulaka Gunasekara, Benjamin Sznajder, Sachindra Joshi, David Konopnicki and Ranit Aharonov	Accept-Findings
Summarization	Using Question Answering Rewards to Improve Abstractive Summarization	Chulaka Gunasekara, Guy Feigenblat, Benjamin Sznajder, Ranit Aharonov and Sachindra Joshi	Accept-Findings
Summarization	Improving Abstractive Dialogue Summarization with Hierarchical Pretraining and Topic Segment	Qi Mengnan, Liu Hao, Yuzhuo Fu and Ting Liu	Accept-Findings
Summarization	Topic-Aware Contrastive Learning for Abstractive Dialogue Summarization	Junpeng Liu, Yanyan Zou, Hainan Zhang, Hongshen Chen, Zhuoye Ding, Caixia Yuan and Xiaojie Wang	Accept-Findings
Summarization	A Finer-grain Universal Dialogue Semantic Structures based Model For Abstractive Dialogue Summarization	Yuejie Lei, Fujia Zheng, Yuanmeng Yan, Keqing He and Weiran Xu	Accept-Findings
Summarization	Topic-Guided Abstractive Multi-Document Summarization	Peng Cui and Le Hu	Accept-Findings
Summarization	MiRANews: Dataset and Benchmarks for Multi-Resource-Assisted News Summarization	Xinnuo Xu, Ondřej Dušek, Shashi Narayan, Verena Rieser and Ioannis Konstas	Accept-Findings
Summarization	Exploring Multitask Learning for Low-Resource Abstractive Summarization	Ahmed Magooda, Diane Litman and Mohamed Elaraby	Accept-Findings
Summarization	Mitigating Data Scarceness through Data Synthesis, Augmentation and Curriculum for Abstractive Summarization	Ahmed Magooda and Diane Litman	Accept-Findings
Summarization	Are Factuality Checkers Reliable? Adversarial Meta-evaluation of Factuality in Summarization	Yiran Chen, Pengfei Liu and Xipeng Qiu	Accept-Findings
Summarization	Give the Truth: Incorporate Semantic Slot into Abstractive Dialogue Summarization	Lulu Zhao, Weihao Zeng, Weiran Xu and Jun Guo	Accept-Findings
Summarization	Does Pretraining for Summarization Require Knowledge Transfer?	Kundan Krishna, Jeffrey Bigham and Zachary C. Lipton	Accept-Findings
Summarization	Leveraging Pretrained Models for Automatic Summarization of Doctor-Patient Conversations	Longxiang Zhang, Renato Negrinho, Arindam Ghosh, Vasudevan Jagannathan, Hamid Reza Hassanzadeh, Thomas Schaaf and Matthew R. Gormley	Accept-Findings
Summarization	{C}onvex {A}ggregation for {O}pinion {S}ummarization	Hayate Iso, Xiaolan Wang, Yoshihiko Suhara, Stefanos Angelidis and Wang-Chiew Tan	Accept-Findings
Summarization	Leveraging Information Bottleneck for Scientific Document Summarization	Jiaxin Ju, Ming Liu, Huan Yee Koh, Yuan Jin, Lan du and Shirui Pan	Accept-Findings
Summarization	An Exploratory Study on Long Dialogue Summarization: What Works and What's Next	Yusen Zhang, Ansong Ni, Tao Yu, Rui Zhang, Chenguang Zhu, Budhaditya Deb, Asli Celikyilmaz, Ahmed Hassan Awadallah and Dragomir Radev	Accept-Findings
Summarization	ForumSum: A Multi-Speaker Conversation Summarization Dataset	Misha Khalman, Yao Zhao and Mohammad Saleh	Accept-Findings
Summarization	Low-Resource Dialogue Summarization with Domain-Agnostic Multi-Source Pretraining	Yicheng Zou, Bolin Zhu, Xingwu Hu, Tao Gui and Qi Zhang	Accept-Oral
Summarization	Multiplex Graph Neural Network for Extractive Text Summarization	Baoyu Jing, Zeyu You, Tao Yang, Wei Fan and Hanghang Tong	Accept-Oral
Summarization	Aspect-Controllable Opinion Summarization	Reinald Kim Amplayo, Stefanos Angelidis and Mirella Lapata	Accept-Oral
Summarization	HETFORMER: Heterogeneous Transformer with Sparse Attention for Long-Text Extractive Summarization	Ye Liu, Jianguo Zhang, Yao Wan, Congying Xia, Lifang He and Philip Yu	Accept-Oral
Summarization	Controllable Neural Dialogue Summarization with Personal Named Entity Planning	Zhengyuan Liu and Nancy Chen	Accept-Oral
Summarization	QuestEval: Summarization Asks for Fact-based Evaluation	Thomas Scialom, Paul-Alexis Dray, Sylvain Lamprier, Benjamin Piwowarski, Jacopo Staiano, Alex Wang and Patrick Gallinari	Accept-Oral
Summarization	Fine-grained Factual Consistency Assessment for Abstractive Summarization Models	Sen Zhang, Jianwei Niu and Chuyuan Wei	Accept-Oral
Summarization	Simple Conversational Data Augmentation for Semi-supervised Abstractive Dialogue Summarization	Jiaao Chen and Diyi Yang	Accept-Oral
Summarization	Decision-Focused Summarization	Chao-Chun Hsu and Chenhao Tan	Accept-Oral
Summarization	CLIFF: Contrastive Learning for Improving Faithfulness and Factuality in Abstractive Summarization	Shuyang Cao and Lu Wang	Accept-Oral
Summarization	Considering Nested Tree Structure in Sentence Extractive Summarization with Pre-trained Transformer	Jingun Kwon, Naoki Kobayashi, Hidetaka Kamigaito and Manabu Okumura	Accept-Poster
Summarization	Frame Semantic-Enhanced Sentence Modeling for Sentence-level Extractive Text Summarization	Yong Guan, Shaoru Guo, Ru Li, Xiaoli Li and Hongye Tan	Accept-Poster
Summarization	CAST: Enhancing Code Summarization with Hierarchical Splitting and Reconstruction of Abstract Syntax Trees	Ensheng Shi, Yanlin Wang, Lun Du, Hongyu Zhang, Shi Han, Dongmei Zhang and Hongbin Sun	Accept-Poster
Summarization	Sparsity and Sentence Structure in Encoder-Decoder Attention of Summarization Systems	Potsawee Manakul and Mark Gales	Accept-Poster
Summarization	SgSum:Transforming Multi-document Summarization into Sub-graph Selection	Moye Chen, Wei Li, Jiachen Liu, Xinyan Xiao, Hua Wu and Haifeng Wang	Accept-Poster
Summarization	Event Graph based Sentence Fusion	Ruifeng Yuan, Zili Wang and Wenjie Li	Accept-Poster
Summarization	Transformer-based Lexically Constrained Headline Generation	Kosuke Yamada, Yuta Hitomi, Hideaki Tamori, Ryohei Sasano, Naoaki Okazaki, Kentaro Inui and Koichi Takeda	Accept-Poster
Summarization	Learn to Copy from the Copying History: Correlational Copy Network for Abstractive Summarization	Haoran Li, Song Xu, Peng Yuan, Yujia Wang, Youzheng Wu, Xiaodong He and Bowen Zhou	Accept-Poster
Summarization	BARThez: a Skilled Pretrained French Sequence-to-Sequence Model	Moussa Kamal Eddine, Antoine Tixier and Michalis Vazirgiannis	Accept-Poster
Summarization	MassiveSumm: a very large-scale, very multilingual, news summarisation dataset	Daniel Varab and Natalie Schluter	Accept-Poster
Summarization	{ARMAN}: {P}re-training with {S}emantically {S}electing and {R}eordering of {S}entences for {P}ersian {A}bstractive {S}ummarization	Alireza Salemi, Emad Kebriaei, Ghazal Neisi Minaei and Azadeh Shakery	Accept-Poster
Summarization	Models and Datasets for Cross-Lingual Summarisation	Laura Perez-Beltrachini and Mirella Lapata	Accept-Poster
Summarization	Learning Opinion Summarizers by Selecting Informative Reviews	Arthur Bražinskas, Mirella Lapata and Ivan Titov	Accept-Poster
Summarization	Enriching and Controlling Global Semantics for Text Summarization	Thong Nguyen, Anh Tuan Luu, Truc Lu and Tho Quan	Accept-Poster
Summarization	AUTOSUMM: Automatic Model Creation for Text Summarization	Sharmila Reddy Nangi, Atharv Tyagi, Jay Mundra, Sagnik Mukherjee, Raj Snehal, Niyati Chhaya and Aparna Garimella	Accept-Poster
Syntax: Tagging, Chunking, and Parsing	Multilingual Chart-based Constituency Parse Extraction from Pre-trained Language Models	Taeuk Kim, Bowen Li and Sang-goo Lee	Accept-Findings
Syntax: Tagging, Chunking, and Parsing	CNNBiF: CNN-based Bigram Features for Named Entity Recognition	Chul Sung, Vaibhava Goel, Etienne Marcheret, Steven Rennie and David Nahamoo	Accept-Findings
Syntax: Tagging, Chunking, and Parsing	Translation as Cross-Domain Knowledge: Attention Augmentation for Unsupervised Cross-Domain Segmenting and Labeling Tasks	Ruixuan Luo, Yi Zhang, Sishuo Chen and Xu Sun	Accept-Findings
Syntax: Tagging, Chunking, and Parsing	Unsupervised Domain Adaptation Method with Semantic-Structural Alignment for Dependency Parsing	Boda Lin, Mingzheng Li, Si Li and Yong Luo	Accept-Findings
Syntax: Tagging, Chunking, and Parsing	Comparing learnability of two dependency schemes: ‘semantic’ (UD) and ‘syntactic’ (SUD)	Ryszard Tuora, Adam Przepiórkowski and Aleksander Leczkowski	Accept-Findings
Syntax: Tagging, Chunking, and Parsing	A Corpus-based Syntactic Analysis of Two-termed Unlike Coordination	Julie Kallini and Christiane Fellbaum	Accept-Findings
Syntax: Tagging, Chunking, and Parsing	A New Representation for Span-based CCG Parsing	Yoshihide Kato and Shigeki Matsubara	Accept-Oral
Syntax: Tagging, Chunking, and Parsing	Efficient Sampling of Dependency Structure	Ran Zmigrod, Tim Vieira and Ryan Cotterell	Accept-Oral
Syntax: Tagging, Chunking, and Parsing	Cross-Register Projection for Headline Part of Speech Tagging	Adrian Benton, Hanyang Li and Igor Malioutov	Accept-Poster
Syntax: Tagging, Chunking, and Parsing	Genre as Weak Supervision for Cross-lingual Dependency Parsing	Max Müller-Eberstein, Rob van der Goot and Barbara Plank	Accept-Poster
Syntax: Tagging, Chunking, and Parsing	On the Relation between Syntactic Divergence and Zero-Shot Performance	Ofir Arviv, Dmitry Nikolaev, Taelin Karidi and Omri Abend	Accept-Poster
Syntax: Tagging, Chunking, and Parsing	Revisiting Tri-training of Dependency Parsers	Joachim Wagner and Jennifer Foster	Accept-Poster
Syntax: Tagging, Chunking, and Parsing	Improved Latent Tree Induction with Distant Supervision via Span Constraints	Zhiyang Xu, Andrew Drozdov, Jay Yoon Lee, Tim O'Gorman, Subendhu Rongali, Dylan Finkbeiner, Shilpa Suresh, Mohit Iyyer and Andrew McCallum	Accept-Poster
Syntax: Tagging, Chunking, and Parsing	Word Reordering for Zero-shot Cross-lingual Structured Prediction	Tao Ji, Yong Jiang, Tao Wang, Zhongqiang Huang, Fei Huang, Yuanbin Wu and Xiaoling Wang	Accept-Poster
Syntax: Tagging, Chunking, and Parsing	A Unified Encoding of Structures in Transition Systems	Tao Ji, Yong Jiang, Tao Wang, Zhongqiang Huang, Fei Huang, Yuanbin Wu and Xiaoling Wang	Accept-Poster
